Store_ID,Store_Area,Items_Available,Daily_Customer_Count,Store_Sales
352,1371,1679,2063.0,105869.0
353,1140,1568,736.0,49229.0
354,2302,2855,1154.0,66606.0
355,2476,2936,854.0,34201.0
356,972,1189,2250.0,150293.0
357,2469,3081,1775.0,123149.0
358,650,887,1273.0,128048.0
359,1938,2304,2367.0,67839.0
360,1821,1971,1553.0,86083.0
361,2134,2418,2222.0,142972.0
362,762,1262,747.0,98354.0
363,2287,2576,1372.0,136128.0
364,643,925,1018.0,19791.0
365,845,1172,1905.0,130786.0
366,1123,1630,2052.0,99722.0
367,1516,2045,855.0,27974.0
368,2095,2694,1052.0,25931.0
369,1380,2115,2076.0,23344.0
370,501,1113,699.0,36822.0
371,1396,1653,1945.0,53834.0
372,1827,2098,871.0,29904.0
373,753,919,1154.0,116503.0
374,2175,2520,897.0,81668.0
375,952,1428,2008.0,142312.0
376,1560,2027,1919.0,99084.0
377,1683,2311,1042.0,152067.0
378,1514,1915,1063.0,51330.0
379,508,1160,1089.0,105217.0
380,1756,2024,704.0,98699.0
381,1622,2269,829.0,37146.0
382,2182,2817,2266.0,47004.0
383,1315,1509,1269.0,140193.0
384,707,1170,492.0,55525.0
385,1654,1982,1398.0,110786.0
386,903,1470,2111.0,62816.0
387,651,1356,947.0,32753.0
388,553,780,880.0,50745.0
389,1643,2118,1890.0,84153.0
390,2196,2702,1640.0,153715.0
391,2443,3008,2244.0,71332.0
392,1127,1791,2277.0,139400.0
393,1086,1449,1731.0,78622.0
394,2148,2371,1040.0,65680.0
395,2491,3203,1277.0,149601.0
396,1943,2671,1588.0,30108.0
397,1945,2603,852.0,57368.0
398,603,1084,372.0,146350.0
399,2375,2617,1263.0,47748.0
400,753,1421,2014.0,31317.0
401,1750,2168,1391.0,102355.0
402,1635,2160,1301.0,125915.0
403,1009,1162,458.0,43298.0
404,1996,2283,1057.0,60852.0
405,598,978,1968.0,59784.0
406,652,1401,462.0,142940.0
407,2384,3062,2545.0,106712.0
408,1413,1614,828.0,20231.0
409,2419,2893,1289.0,87454.0
410,1377,1803,805.0,107962.0
411,837,1522,1311.0,126136.0
412,2229,2864,2100.0,52037.0
413,1321,1986,2159.0,118676.0
414,1686,1987,1182.0,98382.0
415,2243,2875,932.0,78399.0
416,1456,1864,1963.0,40991.0
417,2204,2677,1947.0,98427.0
418,660,977,990.0,21979.0
419,2103,2562,1477.0,81633.0
420,1300,1928,1357.0,132102.0
421,897,1102,953.0,68199.0
422,1800,2422,2390.0,158743.0
423,1315,1760,591.0,88021.0
424,2439,3049,1688.0,107351.0
425,2027,2500,2598.0,40724.0
426,2419,2709,961.0,113989.0
427,1915,2326,1445.0,117687.0
428,1658,2227,2344.0,33254.0
429,1718,2108,1766.0,129455.0
430,900,1404,2209.0,154302.0
431,1139,1877,1202.0,72836.0
432,1556,1885,1703.0,153521.0
433,1187,1402,554.0,103961.0
434,959,1456,1151.0,94953.0
435,1454,1774,1432.0,107569.0
436,2406,3029,1763.0,77673.0
437,969,1652,463.0,144750.0
438,1898,2414,1745.0,100131.0
439,1545,1801,1228.0,79456.0
440,1249,1837,1914.0,117422.0
441,2193,2569,868.0,91016.0
442,537,1130,1946.0,34010.0
443,729,1320,2209.0,127420.0
444,1888,2433,2058.0,54908.0
445,1062,1792,1856.0,117472.0
446,937,1170,2124.0,124971.0
447,2299,2999,2461.0,82921.0
448,1806,1968,1860.0,49377.0
449,526,1168,593.0,115383.0
450,725,1142,909.0,142199.0
451,1800,2474,1292.0,49618.0
452,1297,1566,2143.0,133609.0
453,2132,2634,1222.0,144310.0
454,783,989,1287.0,70783.0
455,1378,1567,1905.0,119016.0
456,1459,1944,2310.0,101308.0
457,2004,2326,1011.0,67492.0
458,952,1648,2224.0,70027.0
459,1519,1927,1743.0,71062.0
460,2352,3018,1898.0,34292.0
461,1315,1987,1630.0,93937.0
462,1158,1424,1138.0,66394.0
463,2039,2372,2330.0,47676.0
464,1046,1311,891.0,87846.0
465,1715,2026,1184.0,157705.0
466,1572,2300,2100.0,81835.0
467,2035,2727,766.0,28889.0
468,516,1252,1052.0,110485.0
469,1695,2081,2375.0,61873.0
470,1743,1958,1056.0,120474.0
471,657,876,957.0,129797.0
472,976,1572,360.0,118385.0
473,1569,2134,1426.0,30856.0
474,1896,2577,2132.0,24995.0
475,1017,1607,616.0,58682.0
476,598,1211,1940.0,92232.0
477,2415,2960,2264.0,51754.0
478,2268,2968,681.0,153958.0
479,1560,2266,1271.0,48357.0
480,779,1323,1622.0,133796.0
481,1872,2347,2122.0,134420.0
482,996,1236,352.0,117310.0
483,801,1020,1619.0,23398.0
484,680,995,984.0,124573.0
485,1106,1469,1433.0,80521.0
486,1622,2106,1255.0,160294.0
487,1199,1717,1267.0,149218.0
488,1492,2225,1867.0,28234.0
489,1639,1837,799.0,154134.0
490,690,891,2272.0,101243.0
491,752,1190,777.0,104625.0
492,1480,1868,2051.0,136750.0
493,1427,1709,718.0,66641.0
494,1684,1999,2482.0,46444.0
495,1779,2302,2437.0,119056.0
496,1846,2368,1754.0,135635.0
497,627,1254,2052.0,29592.0
498,517,1145,900.0,33201.0
499,2316,3056,2129.0,96915.0
500,2258,2707,859.0,44048.0
501,1065,1296,1762.0,63319.0
502,1069,1305,698.0,97551.0
503,1846,2220,2389.0,63622.0
504,2395,2560,1569.0,25152.0
505,1185,1692,1790.0,23547.0
506,2315,2627,1603.0,56771.0
507,1125,1788,1489.0,142887.0
508,1811,2310,872.0,49523.0
509,2466,3079,2034.0,72342.0
510,1353,1877,1241.0,93961.0
511,2186,2427,873.0,40316.0
512,1461,1791,1045.0,71526.0
513,2162,2612,1006.0,157484.0
514,654,992,800.0,20105.0
515,989,1452,1916.0,79830.0
516,1909,2551,2026.0,36999.0
517,1284,1561,909.0,141167.0
518,1627,2295,2174.0,64672.0
519,2452,3027,1758.0,151965.0
520,1916,2624,2505.0,30566.0
521,2334,3048,855.0,49904.0
522,745,1081,1044.0,121053.0
523,1699,2398,2479.0,57231.0
524,1562,2164,1351.0,99999.0
525,2000,2620,2527.0,62417.0
526,2205,2919,2206.0,112735.0
527,1258,1631,2145.0,31234.0
528,1037,1340,2198.0,89506.0
529,2390,3099,1624.0,132813.0
530,2341,2841,1798.0,141563.0
531,1420,1716,1426.0,28364.0
532,907,1632,710.0,65904.0
533,1024,1522,1390.0,146550.0
534,1327,1658,711.0,46405.0
535,2029,2357,1357.0,157458.0
536,1402,1590,704.0,60553.0
537,2348,2500,1020.0,98114.0
538,535,748,1420.0,152764.0
539,1184,1362,1602.0,38871.0
540,519,1040,2292.0,50379.0
541,820,1492,923.0,37553.0
542,2299,2545,1573.0,106818.0
543,1011,1602,2290.0,98378.0
544,899,1251,718.0,97355.0
545,1153,1713,419.0,151755.0
546,1471,1641,1844.0,56874.0
547,2406,3106,1022.0,49381.0
548,970,1221,1026.0,45728.0
549,1666,1861,1855.0,125619.0
550,1615,1830,2243.0,111964.0
551,1877,2190,2564.0,135131.0
552,1333,1593,2097.0,133715.0
553,2323,2810,2265.0,86390.0
554,1226,1498,1688.0,48467.0
555,2482,3078,649.0,74516.0
556,1353,1793,583.0,73253.0
557,550,1111,1611.0,76154.0
558,2188,2618,1471.0,55412.0
559,2221,2413,1269.0,44508.0
560,1074,1709,1081.0,89489.0
561,1713,2458,2234.0,58605.0
562,1648,1848,834.0,31191.0
563,649,1008,881.0,48446.0
564,813,1088,1750.0,39812.0
565,1069,1710,1639.0,60039.0
566,1865,2523,2553.0,127312.0
567,804,1534,416.0,98417.0
568,2215,2622,1101.0,23938.0
569,1181,1518,1982.0,60569.0
570,1337,1716,1077.0,60212.0
571,2306,2644,726.0,27505.0
572,1577,2141,1630.0,54974.0
573,1502,1661,716.0,141281.0
574,943,1206,2232.0,101657.0
575,1112,1337,2059.0,133442.0
576,1492,2143,1826.0,106041.0
577,763,997,1489.0,138999.0
578,1576,1774,1300.0,52199.0
579,2095,2739,1774.0,30841.0
580,1503,2039,2304.0,89911.0
581,2143,2681,1404.0,118641.0
582,504,871,997.0,107613.0
583,1626,2121,1960.0,121326.0
584,1719,2098,2089.0,31002.0
585,1273,1677,1992.0,86718.0
586,1376,1761,1110.0,143421.0
587,1491,1666,1677.0,97715.0
588,1383,2116,1866.0,71149.0
589,1873,2283,1222.0,35837.0
590,546,966,990.0,123956.0
591,1366,1638,2071.0,142452.0
592,1322,1728,857.0,75691.0
593,1435,2005,2141.0,154231.0
594,2343,2751,1825.0,90214.0
595,1155,1351,749.0,72744.0
596,768,1442,1957.0,138618.0
597,869,1226,1412.0,153552.0
598,1135,1595,452.0,41553.0
599,1629,1927,828.0,30773.0
600,2193,2780,2386.0,131947.0
601,2182,2486,2418.0,109982.0
602,1156,1395,2021.0,147703.0
603,619,1126,2267.0,129107.0
604,1330,1653,2265.0,40114.0
605,2310,2676,1212.0,57276.0
606,2127,2732,2537.0,127612.0
607,1581,1929,918.0,96607.0
608,2474,3109,2093.0,27901.0
609,1869,2551,2288.0,82630.0
610,1240,1589,861.0,148046.0
611,1997,2517,2498.0,102004.0
612,616,1213,1504.0,89787.0
613,2353,2750,1385.0,121872.0
614,1290,1703,1218.0,86537.0
615,1650,1857,1092.0,35887.0
616,1916,2367,1528.0,82946.0
617,2431,2611,1490.0,158634.0
618,1512,2159,809.0,87641.0
619,2164,2562,1469.0,113432.0
620,1581,2001,1337.0,160851.0
621,1133,1676,1400.0,34323.0
622,1012,1663,1583.0,29949.0
623,2274,3015,1408.0,155647.0
624,1301,1534,677.0,117284.0
625,1619,2133,840.0,123385.0
626,2161,2859,1083.0,37077.0
627,1641,2132,2500.0,70947.0
628,1059,1615,1146.0,33231.0
629,2124,2698,1965.0,64048.0
630,987,1229,1449.0,139556.0
631,1760,2321,2465.0,23883.0
632,2408,2989,740.0,72201.0
633,1396,1704,1440.0,110615.0
634,1795,1958,2328.0,151924.0
635,1712,2234,1577.0,81414.0
636,1203,1577,348.0,115598.0
637,1970,2624,2169.0,160312.0
638,1080,1302,984.0,36359.0
639,1289,1687,1781.0,137022.0
640,1360,2020,1722.0,77904.0
641,746,1111,392.0,85810.0
642,2486,3176,893.0,27358.0
643,1599,1968,2626.0,108587.0
644,653,1023,2254.0,102249.0
645,2179,2717,1155.0,70623.0
646,1958,2661,1388.0,28217.0
647,1496,1687,1893.0,153253.0
648,1609,2041,1683.0,109718.0
649,1196,1403,1968.0,114065.0
650,1808,2494,1174.0,148991.0
651,2497,2719,1060.0,25340.0
652,1743,2021,1085.0,113103.0
653,1592,2340,1518.0,109938.0
654,1570,2145,775.0,35570.0
655,1508,1782,2168.0,106092.0
656,593,809,2276.0,146430.0
657,2273,2428,2423.0,142397.0
658,1457,1920,1644.0,32810.0
659,1511,1986,2272.0,92433.0
660,952,1666,352.0,23920.0
661,1727,2454,1286.0,95021.0
662,1411,2066,2110.0,111665.0
663,717,948,597.0,102189.0
664,973,1721,452.0,140793.0
665,931,1082,1069.0,148163.0
666,840,1193,1870.0,150823.0
667,1050,1603,2132.0,75118.0
668,2135,2387,765.0,67148.0
669,1812,2497,984.0,23594.0
670,1777,2294,656.0,136386.0
671,2257,2618,1463.0,120861.0
672,856,1582,881.0,79964.0
673,522,880,966.0,131129.0
674,2285,2551,1269.0,117913.0
675,1021,1648,1721.0,120059.0
676,2281,2535,1457.0,68278.0
677,2360,3004,699.0,145994.0
678,1623,1818,2300.0,57794.0
679,1301,1781,786.0,78172.0
680,1703,2068,1267.0,96126.0
681,1746,2387,1030.0,35866.0
682,2429,3027,1575.0,69196.0
683,1261,1946,1004.0,130628.0
684,2182,2842,1850.0,22836.0
685,941,1548,817.0,93613.0
686,2131,2827,1239.0,48529.0
687,1268,1953,2058.0,35046.0
688,1515,2204,2024.0,134804.0
689,1848,2481,2486.0,131678.0
690,1015,1180,2175.0,115291.0
691,1539,2259,1088.0,124823.0
692,1291,1683,2037.0,25011.0
693,835,1191,2207.0,140604.0
694,2282,2702,1319.0,103024.0
695,757,1021,1524.0,126641.0
696,996,1725,2155.0,114587.0
697,1395,1843,2302.0,28916.0
698,659,1291,449.0,97378.0
699,1998,2544,2638.0,44009.0
700,1351,1894,468.0,119269.0
701,2187,2411,2135.0,151319.0
702,2431,3062,1457.0,64698.0
703,1189,1441,2064.0,34799.0
704,2198,2644,2286.0,30461.0
705,879,1206,1267.0,136989.0
706,2068,2432,1139.0,31429.0
707,2452,2916,2312.0,85518.0
708,1456,1644,1698.0,85564.0
709,1190,1598,2259.0,18738.0
710,1950,2106,1874.0,32630.0
711,2136,2334,1297.0,132093.0
712,1791,2478,2259.0,69327.0
713,2358,2668,1693.0,54723.0
714,2100,2425,1216.0,160147.0
715,1940,2680,1687.0,133465.0
716,1691,1842,1623.0,57344.0
717,2365,2969,2606.0,148719.0
718,1566,1991,1362.0,110209.0
719,2079,2726,861.0,139076.0
720,784,961,921.0,118184.0
721,896,1378,1961.0,112579.0
722,511,661,1003.0,48660.0
723,2130,2467,1381.0,112754.0
724,1825,2030,1564.0,87220.0
725,2421,3117,2252.0,101815.0
726,1776,2037,1219.0,130845.0
727,998,1457,2220.0,156216.0
728,1253,1438,720.0,148707.0
729,534,1122,2208.0,153270.0
730,1226,1967,1220.0,150177.0
731,1348,2092,1947.0,88612.0
732,589,1315,831.0,23689.0
733,1275,1749,407.0,50743.0
734,1104,1560,1808.0,140765.0
735,2445,3128,689.0,160370.0
736,1469,1727,422.0,44863.0
737,2125,2646,1007.0,129903.0
738,1521,2027,1575.0,40280.0
739,917,1247,1835.0,135531.0
740,614,1119,1901.0,105489.0
741,1116,1333,2034.0,95350.0
742,2426,2867,2442.0,137437.0
743,1719,2049,1931.0,153249.0
744,1325,1940,1740.0,26263.0
745,2024,2607,1983.0,126244.0
746,2149,2762,2183.0,22765.0
747,2016,2699,2112.0,134420.0
748,1598,1813,2440.0,68513.0
749,912,1082,1819.0,75682.0
750,1899,2432,1537.0,84487.0
751,1943,2651,2253.0,51570.0
752,1228,1416,1228.0,65473.0
753,1800,2234,1903.0,91376.0
754,1520,2266,897.0,63283.0
755,1260,1745,2051.0,61543.0
756,1175,1512,2315.0,66293.0
757,1917,2309,2607.0,55679.0
758,2392,2614,2505.0,76083.0
759,956,1584,1986.0,77573.0
760,1419,2129,2307.0,135637.0
761,691,941,709.0,68188.0
762,1238,1901,1686.0,24345.0
763,2212,2537,1412.0,121727.0
764,1622,2009,1393.0,140927.0
765,2071,2279,2050.0,105081.0
766,1477,1725,713.0,129471.0
767,1508,2152,1322.0,127835.0
768,595,1258,2002.0,61861.0
769,2187,2633,909.0,159195.0
770,1162,1522,468.0,92472.0
771,1713,1985,2043.0,134873.0
772,2259,2637,1450.0,75063.0
773,536,1279,347.0,124979.0
774,2303,2840,1812.0,37527.0
775,1892,2181,2083.0,52764.0
776,2218,2908,919.0,50703.0
777,2048,2588,1845.0,147386.0
778,778,1197,485.0,102747.0
779,716,877,336.0,62901.0
780,1366,1904,1493.0,25444.0
781,1372,1858,658.0,80625.0
782,2321,2976,1708.0,40023.0
783,1796,2051,2165.0,50540.0
784,2404,2585,1481.0,102714.0
785,561,784,508.0,90644.0
786,1095,1415,970.0,86531.0
787,2403,2621,1724.0,26427.0
788,1228,1739,613.0,148125.0
789,1865,2447,2497.0,105999.0
790,896,1145,1376.0,74786.0
791,1198,1356,1642.0,40066.0
792,1542,2265,1054.0,33374.0
793,676,854,1967.0,154126.0
794,2135,2398,1442.0,114723.0
795,895,1506,1892.0,119562.0
796,944,1236,750.0,85357.0
